hotel_name,near_station,restaurant,entertain,shopping_mall,convenience_store
Khaosan Tokyo Origami,0.228070175,0.350877193,0.052631579,0.192982456,0.175438596
Hotel Okura Tokyo Bay,0.230769231,0.692307692,0.038461538,0,0.038461538
Hotel Axas Nihonbashi,0.232142857,0.357142857,0.035714286,0.017857143,0.357142857
Hotel JAL City Haneda Tokyo West Wing,0.23255814,0.465116279,0.046511628,0,0.255813953
Hotel Rose Garden Shinjuku,0.23255814,0.23255814,0.139534884,0.162790698,0.23255814
APA Hotel Asakusa Kuramae,0.235294118,0.392156863,0.019607843,0.039215686,0.31372549
Hotel Chinzanso Tokyo,0.235294118,0.588235294,0,0.029411765,0.147058824
FLEXSTAY INN Shirogane,0.236842105,0.526315789,0,0.052631579,0.184210526
APA Hotel Tsukiji-eki Minami,0.237288136,0.338983051,0,0.084745763,0.338983051
Futakotamagawa Excel Hotel Tokyu,0.238095238,0.476190476,0.023809524,0.166666667,0.095238095
Hotel Palace Japan,0.238095238,0.476190476,0,0,0.285714286
APA Hotel Shintomicho-Ekimae,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463
Toyoko Inn Tokyo Shinagawa Aomono Yokocho Eki,0.24,0.4,0.04,0,0.32
Hotel Emion Tokyo Bay,0.242424242,0.606060606,0,0.03030303,0.121212121
Japonica Lodge Asakusa,0.242424242,0.303030303,0.03030303,0.196969697,0.227272727
Hotel Hokke Inn Nihonbashi,0.242857143,0.285714286,0.157142857,0.028571429,0.285714286
Richmond Hotel Premier Tokyo Oshiage,0.245614035,0.350877193,0.035087719,0.105263158,0.263157895
Japanize Guest House,0.245901639,0.327868852,0.081967213,0.016393443,0.327868852
Shiba Park Hotel,0.245901639,0.327868852,0.049180328,0.049180328,0.327868852
Shiba Park Hotel 151,0.245901639,0.327868852,0.049180328,0.049180328,0.327868852
Concieria Azabu Juban,0.246376812,0.289855072,0.246376812,0,0.217391304
Super Hotel Shinagawa Shinbanba,0.25,0.5,0.025,0,0.225
Tokyo Bay Maihama Hotel,0.25,0.607142857,0.035714286,0,0.107142857
Ginza Creston,0.255813953,0.465116279,0,0,0.279069767
Pearl Hotel Kayabacho,0.25862069,0.344827586,0.034482759,0.017241379,0.344827586
Fukuwauchi,0.263157895,0.526315789,0,0,0.210526316
Urayasu Beaufort Hotel,0.265306122,0.408163265,0.102040816,0.020408163,0.204081633
Hotel Mielparque Tokyo,0.265625,0.3125,0.09375,0.015625,0.3125
Hilton Tokyo Bay,0.266666667,0.633333333,0.033333333,0,0.066666667
Hilton Tokyo Hotel,0.266666667,0.266666667,0.106666667,0.093333333,0.266666667
Hyatt Regency Tokyo,0.266666667,0.266666667,0.12,0.08,0.266666667
Wise Owl Hostels Tokyo,0.266666667,0.333333333,0.05,0.016666667,0.333333333
HOTEL MYSTAYS Haneda,0.268292683,0.487804878,0.024390244,0,0.219512195
Toyoko Inn Tokyo-eki Shin-Ohashi Mae,0.27027027,0.540540541,0,0.027027027,0.162162162
Grand Nishi Nippori First Guesthouse in Tokyo,0.270833333,0.416666667,0.020833333,0.104166667,0.1875
Tokyo Bay Ariake Washington Hotel,0.270833333,0.416666667,0,0.0625,0.25
Grand Prince Hotel Takanawa,0.272727273,0.363636364,0.090909091,0.036363636,0.236363636
Oriental Hotel Tokyo Bay,0.272727273,0.454545455,0.045454545,0.068181818,0.159090909
Tokyo Bay Maihama Hotel Club Resort,0.272727273,0.606060606,0.03030303,0,0.090909091
Tokyu Stay Tsukiji,0.275362319,0.289855072,0.014492754,0.130434783,0.289855072
Hotel JAL City Tamachi Tokyo,0.280701754,0.350877193,0.01754386,0.035087719,0.315789474
328 Hostel & Lounge,0.285714286,0.476190476,0.023809524,0,0.214285714
Park Hyatt Tokyo,0.285714286,0.285714286,0.042857143,0.1,0.285714286
Business Hotel Ban,0.289855072,0.289855072,0.014492754,0.115942029,0.289855072
APA Hotel Kodemmacho-ekimae,0.290322581,0.322580645,0.048387097,0.016129032,0.322580645
Sun Members Tokyo Shinjuku,0.294117647,0.294117647,0.044117647,0.073529412,0.294117647
Hotel Gracery Tamachi,0.295081967,0.327868852,0.016393443,0.032786885,0.327868852
Ginza Capital Hotel Main,0.296875,0.3125,0.03125,0.046875,0.3125
Haneda Excel Hotel Tokyu,0.29787234,0.425531915,0.14893617,0,0.127659574
Urayasu Brighton Hotel Tokyo Bay,0.304347826,0.434782609,0.043478261,0.065217391,0.152173913
Dai-ichi Hotel Tokyo Seafort,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333
Celestine Hotel,0.3125,0.3125,0.03125,0.03125,0.3125
Zabutton hostel,0.333333333,0.333333333,0.083333333,0.016666667,0.233333333
Richmond Hotel Tokyo Musashino,0.377358491,0.377358491,0.037735849,0.018867925,0.188679245
HOTEL MYSTAYS Maihama,0.5,0.416666667,0,0,0.083333333
Train Hostel HOKUTOSEI,0.666666667,0.222222222,0,0.111111111,0
MYSTAYS Shin Urayasu Conference Center,0.714285714,0.285714286,0,0,0
Aizuya Inn,0.276595745,0.425531915,0,0,0.29787234
APA Hotel Hatchobori-eki Minami,0.276923077,0.307692308,0.061538462,0.046153846,0.307692308
APA Hotel Iidabashi Ekimae,0.096153846,0.384615385,0.076923077,0.057692308,0.384615385
APA Hotel Keisei Ueno Ekimae,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
APA Hotel Nihombashi Hamacho-eki Minami,0.25,0.555555556,0,0.027777778,0.166666667
APA Hotel Ningyocho-eki Kita,0.222222222,0.277777778,0.208333333,0.013888889,0.277777778
APA Hotel Roppongi-Ichome Ekimae,0.136363636,0.303030303,0.303030303,0.045454545,0.212121212
APA Hotel Shibuya Dogenzakaue,0.151162791,0.23255814,0.23255814,0.151162791,0.23255814
APA Hotel Shinagawa Sengakuji Eki-Mae,0.142857143,0.571428571,0,0.085714286,0.2
APA Hotel Shintomicho-Ekikita,0.196721311,0.327868852,0.081967213,0.06557377,0.327868852
APA Hotel Sugamo Ekimae,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231
APA Hotel TKP Nippori Ekimae,0.096153846,0.384615385,0.230769231,0,0.288461538
APA Hotel Tokyo Shiomi Ekimae,0.260869565,0.52173913,0,0.043478261,0.173913043
Araiya,0.131578947,0.526315789,0,0.078947368,0.263157895
Ark Hotel Tokyo Ikebukuro,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Asakusa Hostel Toukaisou,0.125,0.25,0.15,0.25,0.225
Ascott Marunouchi Tokyo,0.114754098,0.327868852,0.049180328,0.180327869,0.327868852
Best Western Tokyo Nishikasai Grande,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645
Book And Bed Tokyo,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763
Capsule Hotel & Sauna Ikebukuro Plaza,0.117647059,0.235294118,0.235294118,0.176470588,0.235294118
Capsule Hotel Anshin Oyado Shinbashi,0.2,0.2,0.2,0.2,0.2
Capsule Hotel Shibuya,0.2,0.2,0.2,0.2,0.2
Capsule Inn Kinshicho,0.139534884,0.23255814,0.23255814,0.162790698,0.23255814
Capsulevalue Kanda,0.126582278,0.253164557,0.253164557,0.113924051,0.253164557
Centurion Hotel Grand Akasaka,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026
Centurion Hotel Residential Cabin Tower,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026
Centurion Hotel Ueno,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Cerulean Tower Tokyu Hotel,0.2,0.2,0.2,0.2,0.2
Chisun Inn Kamata,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895
Chiyoda Inn,0.285714286,0.408163265,0,0.040816327,0.265306122
Citadines Central Shinjuku Tokyo,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567
Comfort Hotel Tokyo Higashi Nihombashi,0.171875,0.3125,0.1875,0.015625,0.3125
commun SHIBUYA (Male Only),0.217391304,0.217391304,0.217391304,0.130434783,0.217391304
Concieria Shimbashi CROSSIA,0.162790698,0.23255814,0.23255814,0.139534884,0.23255814
COTO Tokyo Shibuya,0.131578947,0.526315789,0.026315789,0,0.315789474
COTO Tokyo Yui Asakusa,0.115384615,0.256410256,0.153846154,0.256410256,0.217948718
E Hotel Higashi Shinjuku,0.105263158,0.263157895,0.263157895,0.105263158,0.263157895
First Cabin Akasaka,0.121621622,0.27027027,0.27027027,0.067567568,0.27027027
FLEXSTAY INN Iidabashi,0.120689655,0.344827586,0.086206897,0.103448276,0.344827586
G'inn,0.1875,0.25,0.0625,0.25,0.25
Global Cabin Gotanda,0.074626866,0.298507463,0.298507463,0.044776119,0.28358209
Grand Residence Nakameguro,0.098360656,0.327868852,0.213114754,0.114754098,0.245901639
GRIDS AKIHABARA HOTEL & HOSTEL,0.114285714,0.285714286,0.285714286,0.028571429,0.285714286
GUEST HOUSE KAMATA1,0.16,0.266666667,0.266666667,0.04,0.266666667
Harumi Grand Hotel,0.128205128,0.512820513,0,0.025641026,0.333333333
Hostel Azalea,0.111111111,0.444444444,0.111111111,0,0.333333333
Hotel 3000 Jyuraku,0.15,0.25,0.1625,0.25,0.1875
Hotel Amanek Ginza East,0.230769231,0.307692308,0.046153846,0.107692308,0.307692308
HOTEL Guest1 Ueno Ekimae,0.2,0.2,0.2,0.2,0.2
Hotel Hikari,0.209302326,0.465116279,0,0,0.325581395
Hotel Hokke Club Asakusa,0.203703704,0.37037037,0.037037037,0.037037037,0.351851852
Hotel Mandarin,0.25,0.357142857,0.089285714,0.107142857,0.196428571
Hotel Metropolitan Tokyo Ikebukuro,0.144444444,0.222222222,0.222222222,0.188888889,0.222222222
HOTEL MYSTAYS Asakusa,0.2,0.5,0.025,0.025,0.25
HOTEL MYSTAYS Hamamatsucho,0.213114754,0.327868852,0.06557377,0.06557377,0.327868852
HOTEL MYSTAYS Kamata,0.133333333,0.266666667,0.266666667,0.066666667,0.266666667
HOTEL MYSTAYS Ochanomizu Conference Center,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222
HOTEL MYSTAYS PREMIER Hamamatsucho,0.213114754,0.327868852,0.049180328,0.081967213,0.327868852
Hotel New Koyo,0.25,0.454545455,0.045454545,0,0.25
Hotel New Otani Tokyo Garden Tower,0.150943396,0.377358491,0.075471698,0.018867925,0.377358491
Hotel New Ueno,0.102272727,0.227272727,0.215909091,0.227272727,0.227272727
Hotel Nihonbashi Saibo,0.125,0.3125,0.234375,0.015625,0.3125
Hotel Okura Tokyo,0.222222222,0.317460317,0.031746032,0.111111111,0.317460317
Hotel Shimbashi Sambankan,0.19047619,0.238095238,0.238095238,0.095238095,0.238095238
Hotel Shirobara Inn Asakusa,0.125,0.25,0.15,0.25,0.225
Hotel Sunline Kamata,0.097222222,0.277777778,0.277777778,0.069444444,0.277777778
Hotel Sunroute Ginza,0.162790698,0.23255814,0.162790698,0.209302326,0.23255814
HOTEL VARKIN (Adult Only),0.146341463,0.243902439,0.243902439,0.12195122,0.243902439
Hotel Villa Fontaine Tokyo-Jimbocho,0.105263158,0.350877193,0.087719298,0.105263158,0.350877193
Hotel Villa Fontaine Tokyo-Kayabacho,0.236363636,0.363636364,0.018181818,0.018181818,0.363636364
Hotel Villa Fontaine Tokyo-Ueno Okachimachi,0.086956522,0.434782609,0,0.130434783,0.347826087
Hotel Wing International Korakuen,0.240740741,0.37037037,0,0.12962963,0.259259259
Hotel Yanagibashi,0.092592593,0.37037037,0.166666667,0,0.37037037
H-Seven Ohtsuka (Adult Only),0.051724138,0.344827586,0.206896552,0.051724138,0.344827586
Ikidane House,0.142857143,0.571428571,0.057142857,0.057142857,0.171428571
Imano Tokyo Hostel,0.14893617,0.212765957,0.212765957,0.212765957,0.212765957
Juyoh Hotel,0.26,0.4,0,0,0.34
Kagaribi Kitasenjyu Guesthouse,0.101449275,0.289855072,0.289855072,0.043478261,0.275362319
Kangaroo Hotel,0.229166667,0.416666667,0.041666667,0,0.3125
Kiki House 1,0.191780822,0.273972603,0.082191781,0.178082192,0.273972603
Kimi Ryokan,0.1,0.25,0.25,0.15,0.25
Kitsune Shippo,0.236363636,0.363636364,0.018181818,0.181818182,0.2
Koraku Garden Hotel,0.055555556,0.37037037,0.111111111,0.092592593,0.37037037
K's House Tokyo - Backpackers Hostel,0.173913043,0.434782609,0.043478261,0.02173913,0.326086957
Mizue Dai-ichi Hotel,0.127659574,0.425531915,0.085106383,0.021276596,0.340425532
M's House 02,0.307692308,0.384615385,0.076923077,0.019230769,0.211538462
Nishitetsu Inn Nihonbashi,0.154929577,0.281690141,0.225352113,0.056338028,0.281690141
Oakwood Premier Tokyo,0.21978022,0.21978022,0.153846154,0.186813187,0.21978022
Ochanomizu Inn,0.092105263,0.263157895,0.171052632,0.210526316,0.263157895
Odakyu Hotel Century Southern Tower,0.2,0.2,0.2,0.2,0.2
Otsuka City Hotel,0.083333333,0.333333333,0.2,0.05,0.333333333
Royal Park Hotel The Haneda,0.19047619,0.476190476,0.261904762,0,0.071428571
Ryogoku View Hotel,0.25,0.5,0.05,0,0.2
Ryokan & Spa Shizuku,0.1875,0.625,0,0.03125,0.15625
Ryokan Katsutaro,0.148148148,0.740740741,0,0,0.111111111
Sakura Hotel Ikebukuro,0.097560976,0.243902439,0.243902439,0.170731707,0.243902439
Sauna and Capsule Hotel Dandy (Male Only),0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
"Shangri-La Hotel, Tokyo",0.217391304,0.217391304,0.163043478,0.184782609,0.217391304
Shinjuku East Hotel,0.081395349,0.23255814,0.23255814,0.220930233,0.23255814
Shinjuku Granbell Hotel,0.090909091,0.227272727,0.227272727,0.227272727,0.227272727
Shinjuku Prince Hotel,0.2,0.2,0.2,0.2,0.2
Shinjuku Washington Hotel,0.243902439,0.243902439,0.097560976,0.170731707,0.243902439
Shinnakano,0.217391304,0.434782609,0.02173913,0,0.326086957
Shin-Okubo City Hotel,0.0875,0.25,0.25,0.1625,0.25
Smile Hotel Nihombashi Mitsukoshimae,0.222222222,0.277777778,0.083333333,0.138888889,0.277777778
Smile Hotel Sugamo,0.096153846,0.384615385,0.25,0.038461538,0.230769231
Sotetsu Fresa Inn Nihombashi Kayabacho,0.203703704,0.37037037,0.018518519,0.037037037,0.37037037
Sotetsu Fresa Inn Shimbashi Hibiyaguchi,0.152173913,0.217391304,0.217391304,0.195652174,0.217391304
Spa & Capsule Hotel GrandPark-Inn Sugamo,0.094339623,0.377358491,0.245283019,0.037735849,0.245283019
Space Hostel Tokyo,0.1,0.5,0,0.05,0.35
Star Inn,0.234567901,0.24691358,0.024691358,0.24691358,0.24691358
Suidobashi Grand Hotel,0.20754717,0.377358491,0,0.132075472,0.283018868
Super Hotel Ueno-Okachimachi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222
the b sangenjaya,0.192982456,0.350877193,0.070175439,0.035087719,0.350877193
Tokyo Ueno New Izu Hotel,0.14893617,0.212765957,0.212765957,0.212765957,0.212765957
Tokyo Ueno Youth Hostel,0.125,0.227272727,0.227272727,0.193181818,0.227272727
Tokyu Stay Shibuya Shin-Minamiguchi,0.180722892,0.240963855,0.240963855,0.096385542,0.240963855
Toyoko Inn Tokyo Haneda Kuko No.1,0.214285714,0.476190476,0.023809524,0,0.285714286
Toyoko Inn Tokyo Haneda Kuko No.2,0.219512195,0.487804878,0.024390244,0,0.268292683
Toyoko Inn Tokyo Monzen-Nakacho Eitaibashi,0.139534884,0.465116279,0.023255814,0.023255814,0.348837209
Toyoko Inn Tokyo Nihombashi Ningyocho,0.197183099,0.281690141,0.211267606,0.028169014,0.281690141
Toyoko Inn Tokyo Shinagawa Hatanodai-eki Minami-guchi,0.1,0.5,0,0,0.4
Toyoko Inn Tokyo Shinagawa Oimachi,0.121212121,0.303030303,0.181818182,0.090909091,0.303030303
Toyoko Inn Tokyo Shinjuku Kabuki-cho,0.090909091,0.227272727,0.227272727,0.227272727,0.227272727
Toyoko Inn Tokyo Yamanote-sen Otsuka-eki Kita-guchi No.2,0.06557377,0.327868852,0.196721311,0.081967213,0.327868852
Ueno Hotel,0.0625,0.416666667,0.020833333,0.083333333,0.416666667
Ueno Touganeya Hotel,0.14893617,0.212765957,0.212765957,0.212765957,0.212765957
Vessel Inn Ueno Iriya Ekimae,0.170731707,0.487804878,0.024390244,0,0.317073171
Yadoya Guest House Green,0.166666667,0.333333333,0.166666667,0.066666667,0.266666667
