user_id,hotel_name,rating,price,near_station,restaurant,entertain,shopping_mall,convenience_store,star,district,destination,rating,price
,Dai-ichi Hotel Ryogoku,3.4,0.039589808,0.195652174,0.434782609,0.043478261,0,0.326086957,3,Sumida Ward, Tokyo,8,3093
,Dai-ichi Hotel Ryogoku,3.4,0.15782738,0.195652174,0.434782609,0.043478261,0,0.326086957,3,Sumida Ward, Tokyo,8,3093
,Dai-ichi Hotel Ryogoku,3.4,0.044725514,0.195652174,0.434782609,0.043478261,0,0.326086957,3,Sumida Ward, Tokyo,8,3093
,Dai-ichi Hotel Ryogoku,3.4,0.073013446,0.195652174,0.434782609,0.043478261,0,0.326086957,3,Sumida Ward, Tokyo,8,3093
,Dai-ichi Hotel Tokyo Seafort,3.4,0.110027091,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.065301577,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.065301577,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.060149251,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.081489853,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.110027091,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.081489853,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Dai-ichi Hotel Tokyo Seafort,3.4,0.060149251,0.311111111,0.444444444,0.022222222,0.088888889,0.133333333,4,Shinagawa Ward, Tokyo,8,7331
,Daiichi Hotel Annex,3.4,0.120049196,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,3,Chiyoda, Tokyo,8,7934
,Daiichi Hotel Tokyo,4.2,0.119268037,0.161290323,0.215053763,0.215053763,0.193548387,0.215053763,5,Minato, Tokyo,9,7887
,Daiichi Hotel Tokyo,4.2,0.119268037,0.161290323,0.215053763,0.215053763,0.193548387,0.215053763,5,Minato, Tokyo,9,7887
,Daiwa Roynet Hotel Ginza,4.2,0.183273223,0.222222222,0.222222222,0.133333333,0.2,0.222222222,3,Chuo Ward, Tokyo,9,11738
,Daiwa Roynet Hotel Ginza,4.2,0.183273223,0.222222222,0.222222222,0.133333333,0.2,0.222222222,3,Chuo Ward, Tokyo,9,11738
,Daiwa Roynet Hotel Ginza,4.2,0.082769625,0.222222222,0.222222222,0.133333333,0.2,0.222222222,3,Chuo Ward, Tokyo,9,11738
,Daiwa Roynet Hotel Ginza,4.2,0.088686489,0.222222222,0.222222222,0.133333333,0.2,0.222222222,3,Chuo Ward, Tokyo,9,11738
,Daiwa Roynet Hotel Tokyo Akabane,4.2,0.090996726,0.135135135,0.27027027,0.27027027,0.054054054,0.27027027,3,Kita, Tokyo,9,6186
,Daiwa Roynet Hotel Tokyo Akabane,4.2,0.03187794,0.135135135,0.27027027,0.27027027,0.054054054,0.27027027,3,Kita, Tokyo,9,6186
,Daiwa Roynet Hotel Tokyo Akabane,4.2,0.090996726,0.135135135,0.27027027,0.27027027,0.054054054,0.27027027,3,Kita, Tokyo,9,6186
,Daiwa Roynet Hotel Tokyo Osaki,4.2,0.060149251,0.145833333,0.416666667,0.020833333,0.041666667,0.375,3,Shinagawa Ward, Tokyo,9,4330
,Daiwa Roynet Hotel Tokyo Osaki,4.2,0.060149251,0.145833333,0.416666667,0.020833333,0.041666667,0.375,3,Shinagawa Ward, Tokyo,9,4330
,Dormy Inn Akihabara,3.8,0.13203251,0.036144578,0.240963855,0.240963855,0.240963855,0.240963855,3,Chiyoda, Tokyo,8.5,8655
,Dormy Inn Express Meguro Aobadai Hot Spring,3.4,0.141373178,0.157894737,0.526315789,0,0.052631579,0.263157895,3,Meguro Ward, Tokyo,8,9217
,Dormy Inn Express Meguro Aobadai Hot Spring,3.4,0.294580085,0.157894737,0.526315789,0,0.052631579,0.263157895,3,Meguro Ward, Tokyo,8,9217
,Dormy Inn Express Meguro Aobadai Hot Spring,3.4,0.141373178,0.157894737,0.526315789,0,0.052631579,0.263157895,3,Meguro Ward, Tokyo,8,9217
,Dormy Inn Premium Shibuya-jingumae,4.2,0.142303921,0.193181818,0.227272727,0.147727273,0.227272727,0.204545455,3,Shibuya Ward, Tokyo,9,9273
,Dormy Inn Premium Shibuya-jingumae,4.2,0.142303921,0.193181818,0.227272727,0.147727273,0.227272727,0.204545455,3,Shibuya Ward, Tokyo,9,9273
,E Hotel Higashi Shinjuku,3,0.09973906,0.105263158,0.263157895,0.263157895,0.105263158,0.263157895,3,Shinjuku Ward, Tokyo,7.5,6712
,E Hotel Higashi Shinjuku,3,0.09973906,0.105263158,0.263157895,0.263157895,0.105263158,0.263157895,3,Shinjuku Ward, Tokyo,7.5,6712
,E Hotel Higashi Shinjuku,3,0.09973906,0.105263158,0.263157895,0.263157895,0.105263158,0.263157895,3,Shinjuku Ward, Tokyo,7.5,6712
,Emblem Hostel Nishiarai,4.2,0.01391128,0.227272727,0.454545455,0,0.090909091,0.227272727,2,Adachi Ward, Tokyo,9,1548
,FLEXSTAY INN Higashi Jujo,2.6,0.090996726,0.048780488,0.487804878,0.073170732,0.048780488,0.341463415,2,Kita, Tokyo,7,6186
,FLEXSTAY INN Iidabashi,3,0.070437283,0.120689655,0.344827586,0.086206897,0.103448276,0.344827586,3,Shinjuku Ward, Tokyo,7.5,4949
,FLEXSTAY INN Kiyosumi Shirakawa,3.4,0.02494723,0.210526316,0.526315789,0.026315789,0,0.236842105,2,Koto Ward, Tokyo,8,2212
,FLEXSTAY INN Kiyosumi Shirakawa,3.4,0.061694949,0.210526316,0.526315789,0.026315789,0,0.236842105,2,Koto Ward, Tokyo,8,2212
,FLEXSTAY INN Shinagawa,3.4,0.028287932,0.195121951,0.487804878,0.073170732,0,0.243902439,3,Shinagawa Ward, Tokyo,8,2413
,FLEXSTAY INN Shinagawa,3.4,0.028287932,0.195121951,0.487804878,0.073170732,0,0.243902439,3,Shinagawa Ward, Tokyo,8,2413
,FLEXSTAY INN Shirogane,3,0.066332042,0.236842105,0.526315789,0,0.052631579,0.184210526,2,Minato, Tokyo,7.5,4702
,FLEXSTAY INN Shirogane,3,0.066332042,0.236842105,0.526315789,0,0.052631579,0.184210526,2,Minato, Tokyo,7.5,4702
,FLEXSTAY INN Shirogane,3,0.069406818,0.236842105,0.526315789,0,0.052631579,0.184210526,2,Minato, Tokyo,7.5,4702
,FLEXSTAY INN Sugamo,2.6,0.109511859,0.052631579,0.350877193,0.192982456,0.070175439,0.333333333,2,Toshima, Tokyo,7,7300
,FLEXSTAY INN Tokiwadai,3.4,0.026227002,0.155555556,0.444444444,0.111111111,0,0.288888889,2,Itabashi Ward, Tokyo,8,2289
,FLEXSTAY INN Tokiwadai,3.4,0.059118786,0.155555556,0.444444444,0.111111111,0,0.288888889,2,Itabashi Ward, Tokyo,8,2289
,FLEXSTAY INN Tokiwadai,3.4,0.059118786,0.155555556,0.444444444,0.111111111,0,0.288888889,2,Itabashi Ward, Tokyo,8,2289
,FLEXSTAY INN Tokiwadai,3.4,0.021091296,0.155555556,0.444444444,0.111111111,0,0.288888889,2,Itabashi Ward, Tokyo,8,2289
,FLEXSTAY INN Tokiwadai,3.4,0.026227002,0.155555556,0.444444444,0.111111111,0,0.288888889,2,Itabashi Ward, Tokyo,8,2289
,First Cabin Akasaka,3.8,0.04781691,0.121621622,0.27027027,0.27027027,0.067567568,0.27027027,1,Minato, Tokyo,8.5,3588
,First Cabin Akasaka,3.8,0.04781691,0.121621622,0.27027027,0.27027027,0.067567568,0.27027027,1,Minato, Tokyo,8.5,3588
,First Cabin Akasaka,3.8,0.107450928,0.121621622,0.27027027,0.27027027,0.067567568,0.27027027,1,Minato, Tokyo,8.5,3588
,First Cabin Atagoyama,3.4,0.016969435,0.209876543,0.24691358,0.24691358,0.049382716,0.24691358,1,Minato, Tokyo,8,1732
,First Cabin Atagoyama,3.4,0.103345688,0.209876543,0.24691358,0.24691358,0.049382716,0.24691358,1,Minato, Tokyo,8,1732
,First Cabin Atagoyama,3.4,0.016969435,0.209876543,0.24691358,0.24691358,0.049382716,0.24691358,1,Minato, Tokyo,8,1732
,Forest Hongo,3.4,0.09811026,0.142857143,0.571428571,0.028571429,0,0.257142857,3,Bunkyo, Tokyo,8,6614
,Forest Hongo,3.4,0.09811026,0.142857143,0.571428571,0.028571429,0,0.257142857,3,Bunkyo, Tokyo,8,6614
,Forest Hongo,3.4,0.058420729,0.142857143,0.571428571,0.028571429,0,0.257142857,3,Bunkyo, Tokyo,8,6614
,Four Seasons Hotel Tokyo at Marunouchi,3.8,0.518141174,0.206185567,0.206185567,0.206185567,0.175257732,0.206185567,5,Chiyoda, Tokyo,8.5,31886
,Four Seasons Hotel Tokyo at Marunouchi,3.8,0.361061712,0.206185567,0.206185567,0.206185567,0.175257732,0.206185567,5,Chiyoda, Tokyo,8.5,31886
,Four Seasons Hotel Tokyo at Marunouchi,3.8,0.361061712,0.206185567,0.206185567,0.206185567,0.175257732,0.206185567,5,Chiyoda, Tokyo,8.5,31886
,GRIDS AKIHABARA HOTEL & HOSTEL,4.2,0.022105141,0.114285714,0.285714286,0.285714286,0.028571429,0.285714286,2,Chiyoda, Tokyo,9,2041
,GRIDS AKIHABARA HOTEL & HOSTEL,4.2,0.022105141,0.114285714,0.285714286,0.285714286,0.028571429,0.285714286,2,Chiyoda, Tokyo,9,2041
,GUEST HOUSE KAMATA1,4.2,0.04987784,0.16,0.266666667,0.266666667,0.04,0.266666667,1,Ota Ward, Tokyo,9,3712
,GUEST HOUSE KAMATA1,4.2,0.04987784,0.16,0.266666667,0.266666667,0.04,0.266666667,1,Ota Ward, Tokyo,9,3712
,Ginza Capital Hotel Main,3,0.059251749,0.296875,0.3125,0.03125,0.046875,0.3125,3,Chuo Ward, Tokyo,7.5,4276
,Ginza Creston,3.4,0.115977197,0.255813953,0.465116279,0,0,0.279069767,4,Chuo Ward, Tokyo,8,7689
,Ginza Creston,3.4,0.115977197,0.255813953,0.465116279,0,0,0.279069767,4,Chuo Ward, Tokyo,8,7689
,Global Cabin Gotanda,3.4,0.113417654,0.074626866,0.298507463,0.298507463,0.044776119,0.28358209,1,Shinagawa Ward, Tokyo,8,7535
,Global Cabin Gotanda,3.4,0.019495737,0.074626866,0.298507463,0.298507463,0.044776119,0.28358209,1,Shinagawa Ward, Tokyo,8,7535
,Global Cabin Gotanda,3.4,0.019495737,0.074626866,0.298507463,0.298507463,0.044776119,0.28358209,1,Shinagawa Ward, Tokyo,8,7535
,Good Diner Inn Copain,4.2,0.074542523,0.109375,0.3125,0.1875,0.125,0.265625,1,Toshima, Tokyo,9,5196
,Grand Nikko Tokyo Daiba,4.2,0.113101866,0.195652174,0.434782609,0.086956522,0.195652174,0.086956522,4,Minato, Tokyo,9,7516
,Grand Nikko Tokyo Daiba,4.2,0.113101866,0.195652174,0.434782609,0.086956522,0.195652174,0.086956522,4,Minato, Tokyo,9,7516
,Grand Park Hotel Panex Tokyo,3,0.064271112,0.123287671,0.273972603,0.273972603,0.054794521,0.273972603,3,Ota Ward, Tokyo,7.5,4578
,Grand Prince Hotel New Takanawa,3.4,0.09811026,0.218181818,0.363636364,0.109090909,0.036363636,0.272727273,4,Minato, Tokyo,8,6614
,Grand Prince Hotel New Takanawa,3.4,0.09811026,0.218181818,0.363636364,0.109090909,0.036363636,0.272727273,4,Minato, Tokyo,8,6614
,Guest House Denchi,4.2,0.004637093,0.111111111,0.277777778,0.152777778,0.222222222,0.236111111,1,Taito, Tokyo,9,990
,Guest House Denchi,4.2,0.004637093,0.111111111,0.277777778,0.152777778,0.222222222,0.236111111,1,Taito, Tokyo,9,990
,Guest House Shinagawa-shuku,3.4,0.058104941,0.170731707,0.487804878,0.073170732,0,0.268292683,2,Shinagawa Ward, Tokyo,8,4207
,Guest House Shinagawa-shuku,3.4,0.058104941,0.170731707,0.487804878,0.073170732,0,0.268292683,2,Shinagawa Ward, Tokyo,8,4207
,H-Seven Ohtsuka (Adult Only),2.6,0.089966261,0.051724138,0.344827586,0.206896552,0.051724138,0.344827586,1,Toshima, Tokyo,7,6124
,HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only),4.2,0.104475875,0.098765432,0.24691358,0.24691358,0.160493827,0.24691358,3,Shinjuku Ward, Tokyo,9,6997
,HOTEL Guest1 Ueno Ekimae,4.2,0.143650174,0.2,0.2,0.2,0.2,0.2,3,Taito, Tokyo,9,9354
,HOTEL MYSTAYS Asakusa,3,0.059434574,0.2,0.5,0.025,0.025,0.25,3,Sumida Ward, Tokyo,7.5,4287
,HOTEL MYSTAYS Asakusa,3,0.059434574,0.2,0.5,0.025,0.025,0.25,3,Sumida Ward, Tokyo,7.5,4287
,HOTEL MYSTAYS Asakusa,3,0.059434574,0.2,0.5,0.025,0.025,0.25,3,Sumida Ward, Tokyo,7.5,4287
,HOTEL MYSTAYS Asakusa bashi,3.4,0.026742234,0.105263158,0.350877193,0.192982456,0,0.350877193,3,Taito, Tokyo,8,2320
,HOTEL MYSTAYS Asakusa bashi,3.4,0.026742234,0.105263158,0.350877193,0.192982456,0,0.350877193,3,Taito, Tokyo,8,2320
,HOTEL MYSTAYS Asakusa bashi,3.4,0.065301577,0.105263158,0.350877193,0.192982456,0,0.350877193,3,Taito, Tokyo,8,2320
,HOTEL MYSTAYS Asakusa bashi,3.4,0.065301577,0.105263158,0.350877193,0.192982456,0,0.350877193,3,Taito, Tokyo,8,2320
,HOTEL MYSTAYS Gotanda Station,3.4,0.01593897,0.1,0.285714286,0.285714286,0.042857143,0.285714286,2,Shinagawa Ward, Tokyo,8,1670
,HOTEL MYSTAYS Gotanda Station,3.4,0.01593897,0.1,0.285714286,0.285714286,0.042857143,0.285714286,2,Shinagawa Ward, Tokyo,8,1670
,HOTEL MYSTAYS Gotanda Station,3.4,0.068376352,0.1,0.285714286,0.285714286,0.042857143,0.285714286,2,Shinagawa Ward, Tokyo,8,1670
,HOTEL MYSTAYS Hamamatsucho,3.4,0.049229644,0.213114754,0.327868852,0.06557377,0.06557377,0.327868852,3,Minato, Tokyo,8,3673
,HOTEL MYSTAYS Haneda,4.2,0.039074576,0.268292683,0.487804878,0.024390244,0,0.219512195,3,Ota Ward, Tokyo,9,3062
,HOTEL MYSTAYS Haneda,4.2,0.089966261,0.268292683,0.487804878,0.024390244,0,0.219512195,3,Ota Ward, Tokyo,9,3062
,HOTEL MYSTAYS Haneda,4.2,0.039074576,0.268292683,0.487804878,0.024390244,0,0.219512195,3,Ota Ward, Tokyo,9,3062
,HOTEL MYSTAYS Haneda,4.2,0.039074576,0.268292683,0.487804878,0.024390244,0,0.219512195,3,Ota Ward, Tokyo,9,3062
,HOTEL MYSTAYS Higashi Ikebukuro,3.4,0.028287932,0.101449275,0.289855072,0.144927536,0.188405797,0.275362319,3,Toshima, Tokyo,8,2413
,HOTEL MYSTAYS Kamata,3.4,0.074542523,0.133333333,0.266666667,0.266666667,0.066666667,0.266666667,3,Ota Ward, Tokyo,8,5196
,HOTEL MYSTAYS Kameido,2.6,0.069406818,0.155555556,0.444444444,0.066666667,0.044444444,0.288888889,2,Koto Ward, Tokyo,7,4887
,HOTEL MYSTAYS Kanda,3.4,0.06704672,0.175,0.25,0.25,0.075,0.25,3,Chiyoda, Tokyo,8,4745
,HOTEL MYSTAYS Kanda,3.4,0.027606495,0.175,0.25,0.25,0.075,0.25,3,Chiyoda, Tokyo,8,4745
,HOTEL MYSTAYS Maihama,3.4,0.093057656,0.5,0.416666667,0,0,0.083333333,3,Tokyo,0,8,6310
,HOTEL MYSTAYS Maihama,3.4,0.197932421,0.5,0.416666667,0,0,0.083333333,3,Tokyo,0,8,6310
,HOTEL MYSTAYS Maihama,3.4,0.197932421,0.5,0.416666667,0,0,0.083333333,3,Tokyo,0,8,6310
,HOTEL MYSTAYS Nippori,3.4,0.022936161,0.111111111,0.37037037,0.222222222,0.037037037,0.259259259,2,Arakawa, Tokyo,8,2091
,HOTEL MYSTAYS Nippori,3.4,0.060365317,0.111111111,0.37037037,0.222222222,0.037037037,0.259259259,2,Arakawa, Tokyo,8,2091
,HOTEL MYSTAYS Ochanomizu Conference Center,3.4,0.028287932,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,3,Chiyoda, Tokyo,8,2413
,HOTEL MYSTAYS Ochanomizu Conference Center,3.4,0.028287932,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,3,Chiyoda, Tokyo,8,2413
,HOTEL MYSTAYS PREMIER Hamamatsucho,3.4,0.077118686,0.213114754,0.327868852,0.049180328,0.081967213,0.327868852,4,Minato, Tokyo,8,5351
,HOTEL MYSTAYS PREMIER Hamamatsucho,3.4,0.086891485,0.213114754,0.327868852,0.049180328,0.081967213,0.327868852,4,Minato, Tokyo,8,5351
,HOTEL MYSTAYS PREMIER Omori,3.4,0.048332142,0.205882353,0.294117647,0.132352941,0.073529412,0.294117647,4,Shinagawa Ward, Tokyo,8,3619
,HOTEL MYSTAYS PREMIER Omori,3.4,0.048332142,0.205882353,0.294117647,0.132352941,0.073529412,0.294117647,4,Shinagawa Ward, Tokyo,8,3619
,HOTEL MYSTAYS Ueno Inaricho,3.4,0.095517476,0.088888889,0.444444444,0.022222222,0.177777778,0.266666667,3,Taito, Tokyo,8,6458
,HOTEL MYSTAYS Ueno Inaricho,3.4,0.041850184,0.088888889,0.444444444,0.022222222,0.177777778,0.266666667,3,Taito, Tokyo,8,6458
,HOTEL MYSTAYS Ueno Inaricho,3.4,0.095517476,0.088888889,0.444444444,0.022222222,0.177777778,0.266666667,3,Taito, Tokyo,8,6458
,HOTEL MYSTAYS Ueno Inaricho,3.4,0.095517476,0.088888889,0.444444444,0.022222222,0.177777778,0.266666667,3,Taito, Tokyo,8,6458
,HOTEL MYSTAYS Ueno Inaricho,3.4,0.041850184,0.088888889,0.444444444,0.022222222,0.177777778,0.266666667,3,Taito, Tokyo,8,6458
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.072082703,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.040620274,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.040620274,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.093057656,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.03187794,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.072082703,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL MYSTAYS Ueno Iriyaguchi,3.4,0.03187794,0.076923077,0.384615385,0.096153846,0.057692308,0.384615385,3,Taito, Tokyo,8,5048
,HOTEL THE HOTEL (Adult Only),3.4,0.314109063,0.2,0.2,0.2,0.2,0.2,1,Shinjuku Ward, Tokyo,8,19610
,HOTEL UNIZO Tokyo Ginza-itchome,3.4,0.055013546,0.186046512,0.23255814,0.151162791,0.197674419,0.23255814,3,Chuo Ward, Tokyo,8,4021
,HOTEL UNIZO Tokyo Ginza-itchome,3.4,0.1218442,0.186046512,0.23255814,0.151162791,0.197674419,0.23255814,3,Chuo Ward, Tokyo,8,4021
,HOTEL UNIZO Tokyo Ginza-itchome,3.4,0.1218442,0.186046512,0.23255814,0.151162791,0.197674419,0.23255814,3,Chuo Ward, Tokyo,8,4021
,HOTEL UNIZO Tokyo Ginza-itchome,3.4,0.055013546,0.186046512,0.23255814,0.151162791,0.197674419,0.23255814,3,Chuo Ward, Tokyo,8,4021
,HOTEL VARKIN (Adult Only),3,0.055013546,0.146341463,0.243902439,0.243902439,0.12195122,0.243902439,1,Toshima, Tokyo,7.5,4021
,HOTEL VARKIN (Adult Only),3,0.055013546,0.146341463,0.243902439,0.243902439,0.12195122,0.243902439,1,Toshima, Tokyo,7.5,4021
,Haneda Excel Hotel Tokyu,3.8,0.070437283,0.29787234,0.425531915,0.14893617,0,0.127659574,4,Ota Ward, Tokyo,8.5,4949
,Haneda Excel Hotel Tokyu,3.8,0.093057656,0.29787234,0.425531915,0.14893617,0,0.127659574,4,Ota Ward, Tokyo,8.5,4949
,Haneda Excel Hotel Tokyu,3.8,0.070437283,0.29787234,0.425531915,0.14893617,0,0.127659574,4,Ota Ward, Tokyo,8.5,4949
,Haneda Excel Hotel Tokyu,3.8,0.197932421,0.29787234,0.425531915,0.14893617,0,0.127659574,4,Ota Ward, Tokyo,8.5,4949
,Haru Hotel,2.6,0.075572989,0.126984127,0.317460317,0.174603175,0.095238095,0.285714286,2,Shinjuku Ward, Tokyo,7,5258
,Harumi Grand Hotel,2.6,0.031861319,0.128205128,0.512820513,0,0.025641026,0.333333333,3,Chuo Ward, Tokyo,7,2628
,Harumi Grand Hotel,2.6,0.060980272,0.128205128,0.512820513,0,0.025641026,0.333333333,3,Chuo Ward, Tokyo,7,2628
,Harumi Grand Hotel,2.6,0.031861319,0.128205128,0.512820513,0,0.025641026,0.333333333,3,Chuo Ward, Tokyo,7,2628
,Hikarihouse,3.4,0.048332142,0.078947368,0.263157895,0.263157895,0.131578947,0.263157895,1,Shinjuku Ward, Tokyo,8,3619
,Hikarihouse,3.4,0.058104941,0.078947368,0.263157895,0.263157895,0.131578947,0.263157895,1,Shinjuku Ward, Tokyo,8,3619
,Hikarihouse,3.4,0.048332142,0.078947368,0.263157895,0.263157895,0.131578947,0.263157895,1,Shinjuku Ward, Tokyo,8,3619
,Hikarihouse,3.4,0.006698024,0.078947368,0.263157895,0.263157895,0.131578947,0.263157895,1,Shinjuku Ward, Tokyo,8,3619
,Hikarihouse,3.4,0.058104941,0.078947368,0.263157895,0.263157895,0.131578947,0.263157895,1,Shinjuku Ward, Tokyo,8,3619
,Hilton Tokyo Hotel,3.8,0.397593365,0.266666667,0.266666667,0.106666667,0.093333333,0.266666667,5,Shinjuku Ward, Tokyo,8.5,24633
,Hilton Tokyo Hotel,3.8,0.192879818,0.266666667,0.266666667,0.106666667,0.093333333,0.266666667,5,Shinjuku Ward, Tokyo,8.5,24633
,Hilton Tokyo Hotel,3.8,0.175860522,0.266666667,0.266666667,0.106666667,0.093333333,0.266666667,5,Shinjuku Ward, Tokyo,8.5,24633
,Hotel 3000 Asakusa Honten,4.2,0.003606628,0.181818182,0.227272727,0.136363636,0.227272727,0.227272727,2,Taito, Tokyo,9,928
,Hotel Allamanda Aoyama Tokyo,4.2,0.238020842,0.160714286,0.357142857,0.071428571,0.125,0.285714286,5,Minato, Tokyo,9,15032
,Hotel Allamanda Aoyama Tokyo,4.2,0.583492612,0.160714286,0.357142857,0.071428571,0.125,0.285714286,5,Minato, Tokyo,9,15032
,Hotel Allamanda Aoyama Tokyo,4.2,0.238020842,0.160714286,0.357142857,0.071428571,0.125,0.285714286,5,Minato, Tokyo,9,15032
,Hotel Allamanda Aoyama Tokyo,4.2,0.583492612,0.160714286,0.357142857,0.071428571,0.125,0.285714286,5,Minato, Tokyo,9,15032
,Hotel Amanek Ginza East,3.4,0.090996726,0.230769231,0.307692308,0.046153846,0.107692308,0.307692308,2,Chuo Ward, Tokyo,8,6186
,Hotel Amanek Ginza East,3.4,0.090996726,0.230769231,0.307692308,0.046153846,0.107692308,0.307692308,2,Chuo Ward, Tokyo,8,6186
,Hotel Arca Torre Roppongi,3.4,0.060365317,0.195652174,0.217391304,0.217391304,0.152173913,0.217391304,3,Minato, Tokyo,8,4343
,Hotel Arca Torre Roppongi,3.4,0.060365317,0.195652174,0.217391304,0.217391304,0.152173913,0.217391304,3,Minato, Tokyo,8,4343
,Hotel Axas Nihonbashi,4.2,0.090996726,0.232142857,0.357142857,0.035714286,0.017857143,0.357142857,2,Chuo Ward, Tokyo,9,6186
,Hotel Axas Nihonbashi,4.2,0.234946067,0.232142857,0.357142857,0.035714286,0.017857143,0.357142857,2,Chuo Ward, Tokyo,9,6186
,Hotel Business Villa Omori,2.6,0.070437283,0.106382979,0.425531915,0.021276596,0.021276596,0.425531915,2,Ota Ward, Tokyo,7,4949
,Hotel Business Villa Omori,2.6,0.070437283,0.106382979,0.425531915,0.021276596,0.021276596,0.425531915,2,Ota Ward, Tokyo,7,4949
,Hotel Cadenza Hikarigaoka,3.4,0.294663187,0.192307692,0.615384615,0,0,0.192307692,4,Nerima Ward, Tokyo,8,18440
,Hotel Cerezo,3.4,0.026742234,0.128205128,0.512820513,0.102564103,0,0.256410256,3,Taito, Tokyo,8,2320
,Hotel Cerezo,3.4,0.065301577,0.128205128,0.512820513,0.102564103,0,0.256410256,3,Taito, Tokyo,8,2320
,Hotel Chinzanso Tokyo,4.2,0.15860854,0.235294118,0.588235294,0,0.029411765,0.147058824,5,Bunkyo, Tokyo,9,10254
,Hotel Chinzanso Tokyo,4.2,0.15860854,0.235294118,0.588235294,0,0.029411765,0.147058824,5,Bunkyo, Tokyo,9,10254
,Hotel Coco Grand Ueno Shinobazu,4.2,0.238020842,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,4,Taito, Tokyo,9,15032
,Hotel Coco Grand Ueno Shinobazu,4.2,0.238020842,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,4,Taito, Tokyo,9,15032
,Hotel East 21 Tokyo,3.8,0.052437383,0.2,0.5,0.025,0.025,0.25,4,Koto Ward, Tokyo,8.5,3866
,Hotel East 21 Tokyo,3.8,0.039074576,0.2,0.5,0.025,0.025,0.25,4,Koto Ward, Tokyo,8.5,3866
,Hotel East 21 Tokyo,3.8,0.093057656,0.2,0.5,0.025,0.025,0.25,4,Koto Ward, Tokyo,8.5,3866
,Hotel East 21 Tokyo,3.8,0.052437383,0.2,0.5,0.025,0.025,0.25,4,Koto Ward, Tokyo,8.5,3866
,Hotel East 21 Tokyo,3.8,0.039074576,0.2,0.5,0.025,0.025,0.25,4,Koto Ward, Tokyo,8.5,3866
,Hotel East 21 Tokyo,3.8,0.093057656,0.2,0.5,0.025,0.025,0.25,4,Koto Ward, Tokyo,8.5,3866
,Hotel Edoya,3.4,0.072448352,0.08,0.266666667,0.266666667,0.12,0.266666667,2,Bunkyo, Tokyo,8,5070
,Hotel Edoya,3.4,0.023600977,0.08,0.266666667,0.266666667,0.12,0.266666667,2,Bunkyo, Tokyo,8,5070
,Hotel Edoya,3.4,0.023600977,0.08,0.266666667,0.266666667,0.12,0.266666667,2,Bunkyo, Tokyo,8,5070
,Hotel Fukudaya,3.4,0.089966261,0.206896552,0.344827586,0.103448276,0.034482759,0.310344828,2,Meguro Ward, Tokyo,8,6124
,Hotel Gracery Ginza,3.4,0.124935596,0.2,0.2,0.2,0.2,0.2,4,Chuo Ward, Tokyo,8,8228
,Hotel Gracery Shinjuku,4.2,0.111057556,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,4,Shinjuku Ward, Tokyo,9,7393
,Hotel Gracery Shinjuku,4.2,0.111057556,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,4,Shinjuku Ward, Tokyo,9,7393
